user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.77	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	GCF_003096535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	98.3	0.97	GCF_003096535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	98.3	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003481705.1, s__Agathobaculum sp003481705, 95.0, 82.91, 0.67; GCA_900544475.1, s__Agathobaculum sp900544475, 95.0, 82.67, 0.57; GCF_900625105.1, s__Agathobaculum sp900625105, 95.0, 80.53, 0.58; GCA_900555465.1, s__Agathobaculum sp900555465, 95.0, 80.52, 0.42; GCA_900557315.1, s__Agathobaculum sp900557315, 95.0, 79.94, 0.34; GCF_000701665.1, s__Agathobaculum desmolans, 95.0, 79.23, 0.45; GCF_900291975.1, s__Agathobaculum sp900291975, 95.0, 79.12, 0.42	70.04	11	N/A	N/A
bin.78	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615	GCA_900548615.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615	97.68	0.73	GCA_900548615.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615	97.68	0.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900552725.1, s__CAG-83 sp900552725, 95.0, 87.87, 0.63; GCA_900555735.1, s__CAG-83 sp900555735, 95.0, 87.6, 0.58; GCA_003487665.1, s__CAG-83 sp003487665, 95.0, 81.99, 0.46; GCA_900545495.1, s__CAG-83 sp900545495, 95.0, 81.98, 0.45; GCA_900547745.1, s__CAG-83 sp900547745, 95.0, 81.84, 0.46; GCA_900551355.1, s__CAG-83 sp900551355, 95.0, 81.81, 0.49; GCA_900550585.1, s__CAG-83 sp900550585, 95.0, 81.44, 0.47; GCA_900545585.1, s__CAG-83 sp900545585, 95.0, 81.3, 0.45; GCA_900554275.1, s__CAG-83 sp900554275, 95.0, 80.77, 0.43; GCA_000435555.1, s__CAG-83 sp000435555, 95.0, 80.63, 0.46; GCA_900317425.1, s__CAG-83 sp900317425, 95.0, 80.58, 0.36; GCA_900551995.1, s__CAG-83 sp900551995, 95.0, 80.42, 0.41; GCA_002438575.1, s__CAG-83 sp002438575, 95.0, 80.31, 0.44; GCA_900556015.1, s__CAG-83 sp900556015, 95.0, 80.31, 0.47; GCA_001916855.1, s__CAG-83 sp001916855, 95.0, 80.23, 0.35; GCA_000435975.1, s__CAG-83 sp000435975, 95.0, 79.85, 0.38; GCA_000431575.1, s__CAG-83 sp000431575, 95.0, 79.79, 0.36; GCA_002392625.1, s__CAG-83 sp002392625, 95.0, 79.72, 0.31; GCA_900313295.1, s__CAG-83 sp900313295, 95.0, 79.6, 0.41; GCA_004557655.1, s__CAG-83 sp004557655, 95.0, 79.28, 0.24; GCA_004555205.1, s__CAG-83 sp004555205, 95.0, 79.17, 0.27; GCA_900550615.1, s__CAG-83 sp900550615, 95.0, 79.12, 0.31; GCA_900549395.1, s__CAG-83 sp900549395, 95.0, 78.85, 0.28; GCA_003539495.1, s__CAG-83 sp003539495, 95.0, 78.84, 0.28; GCA_900552475.1, s__CAG-83 sp900552475, 95.0, 78.56, 0.29; GCA_002309395.1, s__CAG-83 sp002309395, 95.0, 77.46, 0.25	56.19	11	N/A	N/A
bin.79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	GCA_000433635.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	97.36	0.93	GCA_000433635.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	97.36	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000437175.1, s__Ruminococcus_C sp000437175, 95.0, 78.02, 0.16; GCA_000437255.1, s__Ruminococcus_C sp000437255, 95.0, 77.97, 0.24; GCF_000468015.1, s__Ruminococcus_C callidus, 95.0, 77.8, 0.26; GCA_000980705.1, s__Ruminococcus_C sp000980705, 95.0, 77.72, 0.2; GCA_900545285.1, s__Ruminococcus_C sp900545285, 95.0, 77.6, 0.19	50.2	11	N/A	N/A
bin.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus_A	GCF_003122485.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus_A	98.67	0.82	GCF_003122485.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus_A	98.67	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900546495.1, s__Eubacterium_I sp900546495, 95.0, 91.77, 0.75; GCF_000469345.1, s__Eubacterium_I ramulus, 95.0, 84.34, 0.61; GCA_900557275.1, s__Eubacterium_I sp900557275, 95.0, 78.62, 0.25; GCA_900066595.1, s__Eubacterium_I sp900066595, 95.0, 76.88, 0.11; GCA_001941025.1, s__Eubacterium_I sp001941025, 95.0, 76.13, 0.02; GCF_000270305.1, s__Eubacterium_I sp000270305, 95.0, 76.13, 0.06	69.96	11	N/A	N/A
bin.80	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	GCF_000469345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	97.57	0.84	GCF_000469345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	97.57	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003122485.1, s__Eubacterium_I ramulus_A, 95.0, 85.82, 0.6; GCA_900546495.1, s__Eubacterium_I sp900546495, 95.0, 84.88, 0.61; GCA_900557275.1, s__Eubacterium_I sp900557275, 95.0, 78.5, 0.25; GCA_900066595.1, s__Eubacterium_I sp900066595, 95.0, 77.5, 0.13; GCF_000270305.1, s__Eubacterium_I sp000270305, 95.0, 76.52, 0.07; GCA_001941025.1, s__Eubacterium_I sp001941025, 95.0, 75.35, 0.04	82.78	11	N/A	N/A
bin.82	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium saccharogumia	GCF_000686665.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium saccharogumia	99.77	0.95	GCF_000686665.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium saccharogumia	99.77	0.95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000508865.1, s__Erysipelatoclostridium sp000508865, 95.0, 94.46, 0.76; GCF_900102365.1, s__Erysipelatoclostridium cocleatum, 95.0, 82.24, 0.58; GCF_000154805.1, s__Erysipelatoclostridium spiroforme, 95.0, 81.02, 0.51; GCF_000154485.1, s__Erysipelatoclostridium ramosum, 95.0, 80.05, 0.44; GCF_002160495.1, s__Erysipelatoclostridium sp002160495, 95.0, 79.55, 0.39; GCF_003480255.1, s__Erysipelatoclostridium sp003480255, 95.0, 77.73, 0.28; GCA_900544435.1, s__Erysipelatoclostridium sp900544435, 95.0, 77.5, 0.24; GCF_000752095.2, s__Erysipelatoclostridium sp000752095, 95.0, 77.38, 0.21; GCF_003024675.1, s__Erysipelatoclostridium sp003024675, 95.0, 77.23, 0.21	76.07	11	N/A	N/A
bin.83	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_H	GCF_000223335.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_H	96.94	0.97	GCF_000223335.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_H	96.94	0.97	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000187465.1, s__Streptococcus infantis, 95.0, 96.25, 0.97; GCF_000279535.1, s__Streptococcus infantis_I, 95.0, 95.84, 0.93; GCF_001074155.1, s__Streptococcus pseudopneumoniae_A, 95.0, 95.41, 0.95; GCF_000223255.1, s__Streptococcus infantis_G, 95.0, 92.99, 0.92; GCF_000411475.1, s__Streptococcus sp000411475, 95.0, 91.24, 0.96; GCF_000960085.1, s__Streptococcus infantis_C, 95.0, 90.87, 0.93; GCF_000215385.1, s__Streptococcus infantis_B, 95.0, 90.23, 0.89; GCF_900095845.1, s__Streptococcus timonensis, 95.0, 89.67, 0.88; GCF_902159415.1, s__Streptococcus mitis_BG, 95.0, 89.13, 0.86; GCF_001808705.1, s__Streptococcus sp001808705, 95.0, 88.25, 0.92; GCF_001579645.1, s__Streptococcus infantis_E, 95.0, 88.16, 0.92; GCF_000187585.1, s__Streptococcus peroris, 95.0, 88.14, 0.87; GCF_001068775.1, s__Streptococcus pseudopneumoniae_N, 95.0, 88.13, 0.84; GCF_001814775.1, s__Streptococcus sp001814775, 95.0, 88.12, 0.93; GCF_001553685.1, s__Streptococcus sp001553685, 95.0, 88.02, 0.93; GCF_001073085.1, s__Streptococcus pseudopneumoniae_M, 95.0, 87.87, 0.89; GCF_001075875.1, s__Streptococcus oralis_I, 95.0, 87.61, 0.89; GCF_001811505.1, s__Streptococcus sp001811505, 95.0, 87.58, 0.91; GCF_001072375.1, s__Streptococcus pseudopneumoniae_L, 95.0, 87.29, 0.88; GCF_000963255.1, s__Streptococcus infantis_F, 95.0, 87.2, 0.89; GCF_000722775.1, s__Streptococcus mitis_AV, 95.0, 82.04, 0.67; GCF_000253155.1, s__Streptococcus oralis_L, 95.0, 81.86, 0.78; GCF_003627155.1, s__Streptococcus sp003627155, 95.0, 81.79, 0.73; GCF_002356415.1, s__Streptococcus oralis_F, 95.0, 81.79, 0.72; GCF_002096435.1, s__Streptococcus oralis_AA, 95.0, 81.78, 0.73; GCF_002860905.1, s__Streptococcus oralis_BA, 95.0, 81.75, 0.68; GCF_002096845.1, s__Streptococcus mitis_A, 95.0, 81.73, 0.64; GCF_002096755.1, s__Streptococcus mitis_AC, 95.0, 81.72, 0.71; GCF_001579025.1, s__Streptococcus oralis_X, 95.0, 81.69, 0.75; GCF_001076775.1, s__Streptococcus pseudopneumoniae_G, 95.0, 81.69, 0.73; GCF_002096835.1, s__Streptococcus mitis_W, 95.0, 81.68, 0.69; GCF_001579045.1, s__Streptococcus mitis_D, 95.0, 81.68, 0.66; GCF_001074975.1, s__Streptococcus pseudopneumoniae_D, 95.0, 81.67, 0.68; GCF_002096815.1, s__Streptococcus mitis_AD, 95.0, 81.66, 0.69; GCF_000148525.1, s__Streptococcus mitis_H, 95.0, 81.65, 0.64; GCF_000722685.1, s__Streptococcus mitis_M, 95.0, 81.63, 0.71; GCF_001588645.1, s__Streptococcus oralis_AB, 95.0, 81.63, 0.74; GCF_001560895.1, s__Streptococcus mitis_Q, 95.0, 81.62, 0.71; GCF_001281025.1, s__Streptococcus mitis_AK, 95.0, 81.61, 0.7; GCF_000148545.1, s__Streptococcus mitis_C, 95.0, 81.6, 0.67; GCF_001113365.1, s__Streptococcus pneumoniae_C, 95.0, 81.59, 0.66; GCF_900637025.1, s__Streptococcus oralis, 95.0, 81.58, 0.7; GCF_000148585.2, s__Streptococcus mitis, 95.0, 81.58, 0.65; GCF_003942675.1, s__Streptococcus oralis_BC, 95.0, 81.57, 0.74; GCF_000027165.1, s__Streptococcus mitis_AR, 95.0, 81.56, 0.7; GCF_000187745.1, s__Streptococcus sp000187745, 95.0, 81.56, 0.69; GCA_900546335.1, s__Streptococcus sp900546335, 95.0, 81.56, 0.67; GCF_000287715.1, s__Streptococcus oralis_Y, 95.0, 81.55, 0.72; GCF_002005545.1, s__Streptococcus mitis_I, 95.0, 81.55, 0.7; GCF_001074825.1, s__Streptococcus pseudopneumoniae_C, 95.03, 81.54, 0.71; GCF_002096445.1, s__Streptococcus oralis_N, 95.0, 81.53, 0.71; GCF_003942765.1, s__Streptococcus mitis_BE, 95.0, 81.53, 0.74; GCF_002096595.1, s__Streptococcus oralis_D, 95.0, 81.53, 0.74; GCA_900555155.1, s__Streptococcus sp900555155, 95.0, 81.53, 0.46; GCF_000220085.1, s__Streptococcus mitis_K, 95.0, 81.52, 0.7; GCF_000220045.1, s__Streptococcus mitis_AP, 95.0, 81.5, 0.68; GCF_001810785.1, s__Streptococcus sp001810785, 95.0, 81.5, 0.71; GCF_001070815.1, s__Streptococcus pseudopneumoniae_P, 95.0, 81.5, 0.69; GCF_001070805.1, s__Streptococcus pseudopneumoniae_O, 95.0, 81.49, 0.73; GCF_002386345.1, s__Streptococcus oralis_S, 95.0, 81.48, 0.74; GCF_002096925.1, s__Streptococcus mitis_AF, 95.0, 81.48, 0.73; GCF_002093545.1, s__Streptococcus oralis_C, 95.0, 81.45, 0.75; GCA_001914195.1, s__Streptococcus mitis_F, 95.0, 81.45, 0.65; GCF_000385835.1, s__Streptococcus mitis_AI, 95.0, 81.45, 0.72; GCF_000722705.1, s__Streptococcus mitis_P, 95.0, 81.44, 0.7; GCF_006175905.1, s__Streptococcus oralis_BG, 95.0, 81.44, 0.76; GCF_003143695.2, s__Streptococcus halitosis, 95.0, 81.44, 0.73; GCF_002096355.1, s__Streptococcus oralis_T, 95.0, 81.44, 0.76; GCF_001650315.1, s__Streptococcus sp001650315, 95.0, 81.42, 0.72; GCF_003942865.1, s__Streptococcus mitis_BI, 95.0, 81.41, 0.75; GCF_002860865.1, s__Streptococcus mitis_AT, 95.0, 81.41, 0.7; GCF_001074635.1, s__Streptococcus mitis_E, 95.0, 81.41, 0.62; GCF_001579525.1, s__Streptococcus oralis_M, 95.0, 81.41, 0.69; GCF_003942965.1, s__Streptococcus mitis_BH, 95.0, 81.4, 0.67; GCF_000257845.1, s__Streptococcus oralis_W, 95.0, 81.4, 0.72; GCF_001578935.1, s__Streptococcus oralis_R, 95.0, 81.38, 0.78; GCF_002096895.1, s__Streptococcus mitis_AH, 95.0, 81.38, 0.72; GCF_000722815.1, s__Streptococcus mitis_AG, 95.0, 81.37, 0.71; GCF_900042815.1, s__Streptococcus pneumoniae_D, 95.0, 81.36, 0.72; GCF_000722695.1, s__Streptococcus mitis_O, 95.0, 81.34, 0.71; GCF_001075675.1, s__Streptococcus oralis_V, 95.0, 81.34, 0.73; GCF_000959945.1, s__Streptococcus oralis_B, 95.0, 81.34, 0.73; GCF_000259505.1, s__Streptococcus sp000259505, 95.0, 81.33, 0.69; GCF_001171885.1, s__Streptococcus pneumoniae_A, 95.0, 81.32, 0.64; GCF_000831085.1, s__Streptococcus sp000831085, 95.0, 81.31, 0.72; GCF_005844455.1, s__Streptococcus mitis_BF, 95.0, 81.31, 0.63; GCF_001070715.1, s__Streptococcus pseudopneumoniae_H, 95.0, 81.29, 0.66; GCF_000960035.1, s__Streptococcus oralis_G, 95.0, 81.28, 0.75; GCF_001579665.1, s__Streptococcus mitis_S, 95.0, 81.27, 0.71; GCF_000257905.1, s__Streptococcus mitis_L, 95.0, 81.27, 0.7; GCA_000344275.1, s__Streptococcus oralis_E, 95.0, 81.27, 0.76; GCF_001983955.1, s__Streptococcus oralis_H, 95.0, 81.25, 0.72; GCA_901542415.1, s__Streptococcus mitis_BL, 95.0, 81.22, 0.68; GCA_900550895.1, s__Streptococcus sp900550895, 95.0, 81.21, 0.59; GCF_005144795.1, s__Streptococcus mitis_BB, 95.0, 81.18, 0.69; GCF_003942795.1, s__Streptococcus mitis_BJ, 95.0, 81.18, 0.73; GCF_001579035.1, s__Streptococcus mitis_J, 95.0, 81.15, 0.67; GCF_001096185.1, s__Streptococcus pneumoniae_B, 95.0, 81.05, 0.64; GCF_003943935.1, s__Streptococcus mitis_BK, 95.0, 80.97, 0.73	38.63	11	N/A	N/A
bin.84	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__	N/A	N/A	N/A	N/A	N/A	GCA_003533505.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__UBA10677 sp003533505	83.32	0.73	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900553005.1, s__UBA10677 sp900553005, 95.0, 77.3, 0.09; GCA_900543755.1, s__UBA10677 sp900543755, 95.0, 76.9, 0.19	21.63	11	0.9725271917240754	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.85	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp000431795	GCA_000431795.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp000431795	98.54	0.9	GCA_000431795.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp000431795	98.54	0.9	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900549325.1, s__CAG-302 sp900549325, 95.0, 91.0, 0.74; GCA_001916775.1, s__CAG-302 sp001916775, 95.0, 80.52, 0.57; GCA_900543825.1, s__CAG-302 sp900543825, 95.0, 79.62, 0.45; GCA_900554615.1, s__CAG-302 sp900554615, 95.0, 79.57, 0.44; GCA_900548425.1, s__CAG-302 sp900548425, 95.0, 79.42, 0.49; GCA_002375205.1, s__CAG-302 sp002375205, 95.0, 78.32, 0.34	41.81	11	N/A	N/A
bin.86	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	GCF_003478935.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	97.8	0.94	GCF_003478935.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	97.8	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	70.54	11	N/A	N/A
bin.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	GCF_003473545.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	98.81	0.95	GCF_003473545.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	98.81	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900541315.1, s__Enterocloster sp900541315, 95.0, 87.52, 0.7; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 85.37, 0.69; GCF_001517625.2, s__Enterocloster sp001517625, 95.0, 78.36, 0.26; GCA_900538485.1, s__Enterocloster sp900538485, 95.0, 77.95, 0.25; GCA_900549235.1, s__Enterocloster sp900549235, 95.0, 77.74, 0.21; GCF_000233455.1, s__Enterocloster citroniae, 95.0, 77.43, 0.18; GCF_000424325.1, s__Enterocloster clostridioformis_A, 95.0, 77.29, 0.14; GCA_001304855.1, s__Enterocloster sp001304855, 95.0, 77.2, 0.11; GCF_000155435.1, s__Enterocloster sp000155435, 95.0, 77.2, 0.14; GCA_900547035.1, s__Enterocloster sp900547035, 95.0, 77.12, 0.08; GCF_005845215.1, s__Enterocloster sp005845215, 95.0, 77.11, 0.14; GCF_002234575.2, s__Enterocloster bolteae, 95.0, 77.02, 0.15; GCA_900555045.1, s__Enterocloster sp900555045, 95.0, 77.0, 0.09; GCF_003434055.1, s__Enterocloster aldenensis, 95.0, 76.92, 0.14; GCF_900113155.1, s__Enterocloster clostridioformis, 95.0, 76.9, 0.14; GCA_900540675.1, s__Enterocloster sp900540675, 95.0, 76.73, 0.09; GCA_900551225.1, s__Enterocloster sp900551225, 95.0, 76.71, 0.12; GCF_003024655.1, s__Enterocloster lavalensis, 95.0, 76.67, 0.11; GCF_000158075.1, s__Enterocloster asparagiformis, 95.0, 76.52, 0.11; GCA_900555905.1, s__Enterocloster sp900555905, 95.0, 76.06, 0.05	47.98	11	N/A	N/A
bin.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715	GCA_001916715.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715	97.51	0.89	GCA_001916715.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715	97.51	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002472405.1, s__F23-B02 sp002472405, 95.0, 94.27, 0.84; GCA_004558025.1, s__F23-B02 sp004558025, 95.0, 85.1, 0.72; GCA_900545805.1, s__F23-B02 sp900545805, 95.0, 84.46, 0.74; GCA_004553495.1, s__F23-B02 sp004553495, 95.0, 82.28, 0.7; GCA_900556535.1, s__F23-B02 sp900556535, 95.0, 81.82, 0.62; GCA_000431075.1, s__F23-B02 sp000431075, 95.0, 80.31, 0.43; GCA_004557075.1, s__F23-B02 sp004557075, 95.0, 80.06, 0.47; GCA_003533405.1, s__F23-B02 sp003533405, 95.0, 79.29, 0.4; GCA_004556755.1, s__F23-B02 sp004556755, 95.0, 79.05, 0.34; GCA_002314685.1, s__F23-B02 sp002314685, 95.0, 78.79, 0.3	90.2	11	N/A	N/A
bin.89	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	GCF_000024265.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	98.22	0.9	GCF_000024265.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	98.22	0.9	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900184265.1, s__Eggerthella timonensis, 95.0, 88.57, 0.79; GCF_003339815.1, s__Eggerthella sinensis, 95.0, 86.2, 0.76	88.33	11	N/A	N/A
bin.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	GCA_900539695.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	98.68	0.91	GCA_900539695.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	98.68	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 88.65, 0.91; GCA_900540775.1, s__Gemmiger sp900540775, 95.0, 83.22, 0.73; GCF_900167555.1, s__Gemmiger formicilis, 95.0, 83.07, 0.73; GCA_900540595.1, s__Gemmiger sp900540595, 95.0, 82.44, 0.7; GCA_900554145.1, s__Gemmiger sp900554145, 95.0, 82.04, 0.61; GCA_900545545.1, s__Gemmiger sp900545545, 95.0, 81.47, 0.57; GCA_900556255.1, s__Gemmiger sp900556255, 95.0, 81.1, 0.56; GCA_003343905.1, s__Gemmiger variabilis_C, 95.0, 81.08, 0.6; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 81.03, 0.58; GCF_000157955.1, s__Gemmiger variabilis, 95.0, 80.74, 0.56; GCF_003324125.1, s__Gemmiger qucibialis, 95.0, 80.4, 0.52; GCA_004561545.1, s__Gemmiger sp004561545, 95.0, 79.8, 0.39; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 79.75, 0.45; GCA_900548355.1, s__Gemmiger sp900548355, 95.0, 78.13, 0.36; GCA_004555405.1, s__Gemmiger sp004555405, 95.0, 77.44, 0.21	72.1	11	N/A	N/A
